id,name,location,description,rating,imageUrl
258,Hồ Trị An,Đồng Nai,"Hồ Trị An với trên 70 đảo lớn, nhỏ và nhiều đảo trong số này có cư dân sinh sống, cộng thêm vài hòn đảo có diện tích lớn được khai thác du lịch gần chục năm trở lại đây đã trở thành điểm nhấn của sông nước Trị An",4.9,https://mia.vn/media/uploads/blog-du-lich/camping-ho-tri-an-4-1693238728.jpg
259,Đảo Ó,Đồng Nai,"Một hòn đảo nằm giữa lòng hồ Trị An, sở hữu không gian xanh mát và trong lành. Đảo Ó là điểm đến hấp dẫn cho các hoạt động dã ngoại, cắm trại, và thưởng ngoạn thiên nhiên.",3.5,https://zoomtravel.vn/upload/news/vien-ngoc-giua-long-ho-tri-an-thien-nhien-hoang-so-ky-vi12230.jpg
260,Thác Giang Điền,Đồng Nai,"Một thác nước đẹp ở Đồng Nai, được bao quanh bởi rừng cây xanh mát. Thác Giang Điền là địa điểm du lịch sinh thái, hấp dẫn cho các hoạt động nghỉ dưỡng, picnic và chụp ảnh kỷ niệm.",3,https://mia.vn/media/uploads/blog-du-lich/thac-giang-dien-va-nhung-trai-nghiem-thu-vi-co-mot-khong-hai-03-1689266277.jpg
261,Vườn quốc gia Tràm Chim,Đồng Tháp,"Vườn quốc gia ở Đồng Tháp, nơi bảo tồn hệ sinh thái đất ngập nước đặc trưng Đồng bằng sông Cửu Long. Tràm Chim là nhà của nhiều loài chim quý hiếm, đặc biệt là sếu đầu đỏ.",4.6,https://tainguyenvamoitruong.vn/images/news/lg-danh-gia-tac-dong-cua-nguoi-dan-den-khu-vuc-vuon-quoc-gia-tram-chim-tai-xa-phu-tho-phu-duc-huyen-tam-nong-tinh-dong-thap_566.jpg
262,Làng hoa Sa Đéc,Đồng Tháp,"Làng nghề truyền thống nổi tiếng ở Đồng Tháp, nơi trồng hàng trăm loài hoa đẹp và quý. Làng hoa thu hút du khách với những vườn hoa rực rỡ quanh năm.",4.8,https://scontent.iocvnpt.com/resources/portal/Images/DTP/dtblieu/lang_hoa/48bf9d85d2d3118d48c2_826106342.jpeg
263,Khu di tích Xẻo Quýt,Đồng Tháp,"Một khu di tích lịch sử kết hợp du lịch sinh thái tại Đồng Tháp, nơi tái hiện các căn cứ cách mạng trong rừng tràm thời kháng chiến.",3.5,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTNFW3oOOp10fGV9fAYtic3l1Y4dmLSb7Q3zg&s
264,Lăng cụ Nguyễn Sinh Sắc,Đồng Tháp,"Nơi an nghỉ của cụ Nguyễn Sinh Sắc, thân sinh Chủ tịch Hồ Chí Minh. Lăng được thiết kế hài hòa giữa kiến trúc và cảnh quan thiên nhiên.",3.4,https://scontent.iocvnpt.com/resources/portal/Images/DTP/superadminportal.dtp/trangchu/portal/luutru/diadiem/ditichnguyensinhsac/h1.jpg_636758375125902652.jpg
265,Chợ Cao Lãnh,Đồng Tháp,"Một khu chợ sầm uất tại thành phố Cao Lãnh, nơi du khách có thể khám phá văn hóa ẩm thực và đời sống người dân địa phương.",4.7,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcREw0kvfKqWUVy7gogbII8hIDj_ivcyzfhDiQ&s
266,Biển Hồ,Gia Lai,"Một khu chợ sầm uất tại thành phố Cao Lãnh, nơi du khách có thể khám phá văn hóa ẩm thực và đời sống người dân địa phương.",4.3,https://sakos.vn/wp-content/uploads/2024/08/1-18.jpg
267,Thác Phú Cường,Gia Lai,"Một thác nước đẹp tại Gia Lai, nằm giữa rừng nguyên sinh. Thác nổi bật với dòng nước trắng xóa, đổ từ độ cao hơn 45m.",4.9,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcT_VHJsbvkvT0mm43ZwE4YjRaLmOPaDjxeXKQ&s
268,Chùa Minh Thành,Gia Lai,"Ngôi chùa nổi tiếng ở Gia Lai, được xây dựng theo phong cách Phật giáo Nhật Bản, với kiến trúc độc đáo và không gian thanh tịnh.",4,https://datviettour.com.vn/uploads/images/tin-tuc-SEO/tay-nguyen/danh-thang/chua-minh-thanh-pleiku.jpg
269,Quảng trường Đại Đoàn Kết,Gia Lai,"Quảng trường lớn nhất Tây Nguyên, nằm tại Pleiku, Gia Lai. Đây là nơi tổ chức các sự kiện lớn và cũng là biểu tượng của đoàn kết dân tộc.",4.7,https://mia.vn/media/uploads/blog-du-lich/quang-truong-dai-doan-ket-noi-ket-tinh-tu-tuong-dan-toc-1659087815.jpg
270,Đồi chè Bàu Cạn,Gia Lai,"Đồi chè Bàu Cạn ở Gia Lai là một trong những đồi chè lâu đời nhất Việt Nam, nổi bật với những luống chè xanh mướt trải dài, mang vẻ đẹp yên bình. Đây là điểm đến lý tưởng để thư giãn và chụp ảnh giữa không gian thiên nhiên tươi mát.",3.7,https://mia.vn/media/uploads/blog-du-lich/ghe-tham-doi-che-bau-can-voi-sac-xanh-cuc-quyen-ru-02-1659459923.jpg
271,Cột cờ Lũng Cú,Hà Giang,"Cột cờ Lũng Cú, nằm ở cực Bắc Việt Nam (Hà Giang), là biểu tượng thiêng liêng của chủ quyền quốc gia. Du khách chinh phục gần 800 bậc thang để chiêm ngưỡng lá cờ đỏ sao vàng tung bay trên đỉnh núi hùng vĩ.",3.9,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSigfgZFV4EvIXqI5SCa9MfMv9bGaePC9_0VQ&s
272,Đèo Mã Pí Lèng,Hà Giang,"Đèo Mã Pí Lèng là cung đường hùng vĩ tại Hà Giang, với sông Nho Quế xanh ngọc chảy uốn lượn phía dưới. Đây là điểm thu hút phượt thủ và du khách yêu vẻ đẹp thiên nhiên hoang sơ.",4,https://owa.bestprice.vn/images/destinations/uploads/deo-ma-pi-leng-6001155be6540.jpg
273,Phố cổ Đồng Văn,Hà Giang,"Phố cổ Đồng Văn (Hà Giang) lưu giữ nét kiến trúc cổ kính với những ngôi nhà tường đất, mái ngói âm dương. Phiên chợ cuối tuần nhộn nhịp là điểm nhấn văn hóa hấp dẫn.",5,https://tuyengiao.hagiang.gov.vn/upload/64711/fck/leminhtien.btgtu/2022_06_16_23_23_014.png
274,Hẻm Tu Sản,Hà Giang,"Hẻm Tu Sản, nơi sâu nhất Đông Nam Á, nổi bật với vách đá cao 800m và dòng sông Nho Quế xanh biếc. Du khách có thể chèo thuyền khám phá khung cảnh kỳ vĩ này.",4.5,https://images.baodantoc.vn/uploads/2022/Th%C3%A1ng%201/Ng%C3%A0y%207/NG%C3%82N/Tu%20S%E1%BA%A3n/kham-pha-ve-dep-hem-tu-san-hem-vuc-sau-nhat-tai-dong-nam-a-o-ha-giang3-1639281377835787560145.jpg
275,Dinh Vua Mèo,Hà Giang,"Dinh Vua Mèo (Hà Giang) là dinh thự cổ của dòng họ Vương, với kiến trúc kết hợp độc đáo giữa Trung Hoa, Pháp và văn hóa dân tộc H'Mông, thu hút nhiều du khách tham quan.",4.8,https://i2.ex-cdn.com/crystalbay.com/files/content/2024/09/25/dinh-thu-vua-meo-1-1430.jpg
276,Chùa Tam Chúc,Hà Nam,"Chùa Tam Chúc (Hà Nam) là một trong những quần thể chùa lớn nhất Việt Nam, nổi bật với kiến trúc hoành tráng và cảnh quan thiên nhiên tươi đẹp. Được bao quanh bởi những dãy núi, hồ nước trong xanh, đây là nơi thu hút tín đồ Phật giáo và du khách tham quan.",4,https://www.kynghidongduong.vn/images/product/img2/du-lich-chua-tam-chuc-kynghidongduong-004.jpg
277,Đền Trần Thương,Hà Nam,"Đền Trần Thương (Hà Nam) thờ các vị vua Trần, nổi bật với kiến trúc cổ kính và không gian thanh tịnh. Đền là điểm đến văn hóa, tâm linh, thu hút du khách vào mùa lễ hội.",4.9,https://mia.vn/media/uploads/blog-du-lich/den-tran-thuong-7-1696133302.jpg
278,Hang Luồn,Hà Nam,"Hang Luồn, nằm trong khu di tích Hạ Long, Quảng Ninh, nổi tiếng với hệ thống hang động kỳ vĩ. Du khách có thể chèo thuyền vào hang, khám phá vẻ đẹp hoang sơ của thiên nhiên.",4.1,https://www.dulichhalong.net/wp-content/uploads/Hang-Luon-Halong.jpg
279,Đền Lảnh Giang,Hà Nam,"Đền Lảnh Giang (Hưng Yên) là di tích lịch sử thờ các bậc vua hùng, mang đậm giá trị văn hóa và lịch sử. Đây là một điểm du lịch tâm linh nổi bật tại miền Bắc.",3.1,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRC0tZbj_KAypbee0hvzuXUKlPNYZrhTvMsCQ&s
280,Làng Vũ Đại,Hà Nam,"Làng Vũ Đại (Hà Nam) nổi tiếng nhờ sự gắn kết với tác phẩm ""Chí Phèo"" của nhà văn Nam Cao. Nơi đây có những ngôi nhà cổ, là điểm du lịch văn hóa, nơi lưu giữ nét đẹp văn hóa truyền thống.",4.6,https://baogiaothong.mediacdn.vn/upload/images/2019-3/article_img/2019-09-12/ngo-i-nha-ba-kie-n-gio-tro-tha-nh-mo-t-die-m-tham-quan-mie-n-phi-cho-du-kha-ch--1568293960-width914height486.jpg
281,Lăng Chủ tịch Hồ Chí Minh,Hà Nội,"Lăng Chủ tịch Hồ Chí Minh (Hà Nội) là nơi lưu giữ thi hài của Chủ tịch Hồ Chí Minh, trở thành biểu tượng của lòng tôn kính và biết ơn của nhân dân Việt Nam.",4.2,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRMHx0pkR_hUf4DaJq8ywbEqYONg2J014vbnw&s
282,Hồ Gươm,Hà Nội,"Hồ Gươm (Hà Nội) là trung tâm của thủ đô, nổi bật với Tháp Rùa và cầu Thê Húc. Đây là điểm du lịch hấp dẫn, nơi người dân thư giãn và là biểu tượng của Hà Nội.",3.2,https://images.vietnamtourism.gov.vn/vn/images/2021/ho_guom.jpg
283,Văn Miếu - Quốc Tử Giám,Hà Nội,"Văn Miếu - Quốc Tử Giám (Hà Nội) là một di tích lịch sử và văn hóa, nơi thờ Khổng Tử và là trường đại học đầu tiên của Việt Nam. Đây là điểm tham quan giáo dục và văn hóa.",3.1,https://honglam.vn/pic/general/images/van-mieu-quoc-tu-giam%20(5).png
284,Hoàng thành Thăng Long,Hà Nội,"Hoàng Thành Thăng Long (Hà Nội) là di tích lịch sử quan trọng của Việt Nam, từng là trung tâm quyền lực của nhiều triều đại. Di tích này mang đậm dấu ấn lịch sử và văn hóa dân tộc.",3.6,https://hoangthanhthanglong.vn/wp-content/uploads/2023/05/hoangthanh.jpg
285,Cầu Long Biên,Hà Nội,"Cầu Long Biên (Hà Nội) là một trong những cây cầu lâu đời nhất, mang đậm giá trị lịch sử. Cầu nối liền hai bờ sông Hồng và là biểu tượng của thủ đô.",3.5,https://i2.ex-cdn.com/crystalbay.com/files/content/2024/09/12/cau-long-bien-1-1709.jpg
286,Ngã ba Đồng Lộc,Hà Tĩnh,Ngã ba Đồng Lộc (Hà Tĩnh) là di tích lịch sử nổi tiếng gắn liền với cuộc kháng chiến chống Mỹ. Nơi đây là nơi tưởng niệm các liệt sĩ hy sinh trong chiến tranh.,4.4,https://lh5.googleusercontent.com/proxy/sF7ugItIUxhPD4gRthgCfsONGinLrN4hEqo_HzazT8C3WqdNtM-xAkxSX-huljbHsrCQLUpdXEgl5zs6Ne7fTaq__2Y
287,Chùa Hương Tích,Hà Tĩnh,Ngã ba Đồng Lộc (Hà Tĩnh) là di tích lịch sử nổi tiếng gắn liền với cuộc kháng chiến chống Mỹ. Nơi đây là nơi tưởng niệm các liệt sĩ hy sinh trong chiến tranh.,3.9,https://static.kinhtedothi.vn/images/upload/2021/12/20/7a462a22-c4d4-492f-b92a-c83c57c2e93d.jpg
288,Biển Thiên Cầm,Hà Tĩnh,"Biển Thiên Cầm (Hà Tĩnh) là bãi biển xinh đẹp với bãi cát dài và nước biển trong xanh, nơi du khách có thể thư giãn và tham gia các hoạt động thể thao biển.",3.2,https://thiencam.net/wp-content/uploads/2017/04/thien-cam-ha-tinh.jpg
289,Khu di tích Nguyễn Du,Hà Tĩnh,"Khu di tích Nguyễn Du (Hà Tĩnh) là nơi tưởng niệm đại thi hào Nguyễn Du, tác giả của ""Truyện Kiều"". Di tích này giữ gìn những giá trị văn hóa, lịch sử về cuộc đời và sự nghiệp của ông.",4.9,https://bizweb.dktcdn.net/100/467/540/files/5e51f1b2-2e3d-495d-ba66-b2fc90acdf3f-c2174aa5-b9f4-484f-9089-1e386f3d8ff1.jpg?v=1695609583388
290,Đèo Ngang,Hà Tĩnh,"Đèo Ngang (Quảng Bình) là một trong những con đèo đẹp nhất Việt Nam, nối liền hai tỉnh Quảng Bình và Hà Tĩnh. Đèo có cảnh quan hùng vĩ và thơ mộng.",4.3,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSYlUKMe1H2ET_dO5xzAeo6GyQ6R07Ci3huow&s
291,Đảo Cò Chi Lăng Nam,Hải Dương,"Đảo Cò Chi Lăng Nam (Hải Dương) là một khu vực bảo tồn thiên nhiên nổi bật với hàng nghìn con cò sinh sống. Đây là địa điểm du lịch sinh thái lý tưởng, với không gian yên bình và cảnh quan tuyệt đẹp.",3.3,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRpzhFtGutS_W02Fr-0hiSq89Y7JzA_vKdnSA&s
292,Chùa Côn Sơn,Hải Dương,"Chùa Côn Sơn (Hải Dương) là di tích lịch sử và văn hóa, nổi bật với kiến trúc cổ kính và không gian thanh tịnh. Nơi đây là một trong những địa điểm du lịch tâm linh nổi tiếng ở miền Bắc.",3.5,https://consonkiepbac.org.vn/wp-content/uploads/2021/03/Cuu-pham-3.jpg
293,Làng rối nước Thanh Hải,Hải Dương,Làng rối nước Thanh Hải (Hải Dương) là nơi bảo tồn và phát triển nghệ thuật rối nước truyền thống. Du khách có thể thưởng thức những màn rối đặc sắc trong không gian văn hóa dân gian đậm đà.,4.1,https://luhanhvietnam.com.vn/du-lich/vnt_upload/news/06_2021/lang-roi-nuoc-thanh-hai-sa.png
294,Đền Kiếp Bạc,Hải Dương,"Đền Kiếp Bạc (Hải Dương) là nơi thờ Hưng Đạo Đại Vương Trần Quốc Tuấn, người có công lớn trong chiến tranh chống Nguyên. Đền mang đậm giá trị lịch sử và văn hóa.",3.1,https://vietsensetravel.com/view/at_den-kiep-bac_910af4a7a9046696946822e976e0a962.jpg
295,Chợ Đông Ngô Quyền,Hải Dương,Chợ Đông Ngô Quyền (Hải Phòng) là chợ truyền thống nổi tiếng với đa dạng mặt hàng và không khí tấp nập. Chợ là nơi giao thương của người dân địa phương và du khách.,3.5,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcR5VsYHUiMpVj0SqNQ-3n5vB7orjjCW2v9jzw&s
296,Đồ Sơn,Hải Phòng,Đồ Sơn (Hải Phòng) là một bãi biển đẹp nổi tiếng với những dãy núi và biển xanh. Đây là khu du lịch biển với các hoạt động thể thao nước và thư giãn dưới ánh nắng.,3.5,https://vietrapro.com/wp-content/uploads/2017/05/bai-bien-do-son-hai-phong.jpg
297,Cát Bà,Hải Phòng,Cát Bà (Hải Phòng) là hòn đảo nổi tiếng với bãi biển tuyệt đẹp và hệ sinh thái đa dạng. Nơi đây là một điểm đến lý tưởng cho những ai yêu thích du lịch sinh thái và biển.,4.8,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcR3GEramqChIIWX08m0x2Cq_5N26odngXetIA&s
298,Bến Nghiêng - Bến K15,Hải Phòng,"Bến Nghiêng (Bến K15) (Quảng Ninh) là một bến cảng nổi tiếng, gắn liền với lịch sử chiến tranh. Đây là một trong những điểm di tích lịch sử quan trọng của miền Bắc.",4.1,https://image.vietgoing.com/editor/image_czc1638431389.jpg
299,Hải đăng Hòn Dấu,Hải Phòng,"Hải đăng Hòn Dấu (Hải Phòng) là ngọn hải đăng cổ kính, nằm trên đảo Hòn Dấu. Đây là một trong những ngọn hải đăng quan trọng ở khu vực vịnh Bắc Bộ.",4,https://ticotravel.com.vn/wp-content/uploads/2022/05/Hai-dang-Hon-Dau-2.jpg
300,Cầu Hoàng Văn Thụ,Hải Phòng,Cầu Hoàng Văn Thụ (Hải Phòng) là một cây cầu huyết mạch nối liền các khu vực trong thành phố. Cầu nổi bật với kiến trúc hiện đại và là điểm đến tham quan chính của du khách.,3.3,https://imagev3.dantocmiennui.vn/w1000/Uploaded/2024/ngotzz/2022_08_25/cauhoangvanthu2.jpeg
301,Khu du lịch Lung Ngọc Hoàng,Hậu Giang,Khu du lịch Lung Ngọc Hoàng (Hậu Giang) là khu bảo tồn thiên nhiên nổi bật với hệ sinh thái rừng ngập mặn. Đây là điểm đến lý tưởng cho những ai yêu thích du lịch sinh thái và nghiên cứu động thực vật.,5,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRCuDRxQuW4UyoIJKAcItE_ahWHE3_moYpOXg&s
302,Chợ nổi Ngã Bảy,Hậu Giang,Chợ nổi Ngã Bảy (Hậu Giang) là một trong những chợ nổi nổi tiếng ở miền Tây. Du khách có thể trải nghiệm việc mua bán trên sông và khám phá nền văn hóa chợ nổi đặc sắc.,3,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTWb2p0D3meLtBculBebw-4Pea5g8O-zyvo1g&s
303,Công viên giải trí Vinpearl Hậu Giang,Hậu Giang,"Công viên giải trí Vinpearl Hậu Giang là khu vui chơi giải trí hiện đại, với nhiều trò chơi hấp dẫn cho cả gia đình. Đây là điểm đến lý tưởng cho du khách tìm kiếm sự giải trí và thư giãn.",4.3,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTKcf2MdvR1tzFaSudJbTNbCmNy5Jxo-qQoIw&s
304,Vườn cò Tân Long,Hậu Giang,"Vườn cò Tân Long (Vĩnh Long) là khu vực bảo tồn sinh thái, nơi có hàng nghìn con cò sinh sống. Du khách có thể ngắm nhìn những đàn cò bay lượn trong không gian thanh bình.",4.5,https://luhanhvietnam.com.vn/du-lich/vnt_upload/news/10_2021/diem-du-lich-sinh-thai.jpg
305,Sông Cái Lớn,Hậu Giang,"Sông Cái Lớn (Cà Mau) là con sông dài, chảy qua các tỉnh miền Tây. Nơi đây có hệ sinh thái phong phú và là điểm du lịch sinh thái nổi bật của vùng đồng bằng sông Cửu Long.",3.2,https://cdn.tuoitre.vn/thumb_w/480/2022/3/13/logo-dptrungnam7-1647141329088927871571.jpg
306,Thung Nai,Hòa Bình,"Thung Nai (Hòa Bình) là khu du lịch nổi tiếng với cảnh sắc thiên nhiên hùng vĩ, bao gồm hồ nước rộng lớn và các dãy núi bao quanh. Nơi đây là địa điểm lý tưởng cho du khách yêu thích du lịch sinh thái và tham gia các hoạt động ngoài trời như chèo thuyền.",4.7,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQYz1fmShZLDoqjX0N9o-8uDiP5fvlaUGP4Ow&s
307,Mai Châu,Hòa Bình,"Mai Châu (Hòa Bình) là một thung lũng xinh đẹp, nổi tiếng với những ngôi nhà sàn và cảnh sắc thiên nhiên hoang sơ. Mai Châu thu hút du khách bởi không khí trong lành, cộng với nền văn hóa đặc sắc của đồng bào dân tộc Thái.",4.2,https://vcdn1-dulich.vnecdn.net/2022/04/12/du-lich-Mai-Chau-thang-07-mobi-5431-9625-1649760588.jpg?w=0&h=0&q=100&dpr=1&fit=crop&s=5cITecmks1K0MS75q6iQnQ
308,Động Đá Bạc,Hòa Bình,Động Đá Bạc (Quảng Ninh) là một hang động tự nhiên nổi bật với những khối đá vôi kỳ lạ và vẻ đẹp huyền bí. Du khách có thể khám phá hệ thống thạch nhũ và các tạo hình đá độc đáo trong không gian yên tĩnh của động.,3.9,https://tour.dulichvietnam.com.vn/uploads/image/a-dia-danh-du-lich/dong-da-bac-1.jpg
309,Cửu thác Tú Sơn,Hòa Bình,Cửu thác Tú Sơn (Hà Giang) là một hệ thống 9 thác nước lớn nhỏ nằm giữa thiên nhiên hoang sơ. Đây là điểm đến lý tưởng cho những ai yêu thích khám phá và tìm hiểu các thác nước giữa không gian núi rừng.,3.2,https://dulichbennghe.cdn.vccloud.vn/wp-content/uploads/2020/03/du-lich-ben-nghe-cuu-thac-tu-son.jpg
310,Đền Thác Bờ,Hòa Bình,"Đền Thác Bờ (Hòa Bình) là một di tích lịch sử, thờ nữ tướng Cao Thị Lịch. Đền nằm gần thác Bờ, có khung cảnh huyền bí và là nơi linh thiêng, thu hút du khách đến tham quan và cầu nguyện.",4.4,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcShxh5UJa4Rwa6DjOg-8EmOofNkwvzf9QuAQA&s
311,Phố Hiến,Hưng Yên,"Phố Hiến (Hưng Yên) là một khu phố cổ nổi tiếng với những công trình kiến trúc mang đậm dấu ấn lịch sử. Đây là một điểm đến hấp dẫn cho du khách muốn tìm hiểu về lịch sử, văn hóa và thưởng thức ẩm thực địa phương.",4,https://media.thanhtra.com.vn/public/data/images/0/2022/02/19/travan/pho%CC%82%CC%81-hie%CC%82%CC%81n-1.jpeg
312,Chùa Chuông,Hưng Yên,"Chùa Chuông (Hà Nội) là một ngôi chùa cổ có kiến trúc độc đáo, nằm trong khuôn viên rộng rãi, thanh tịnh. Đây là một địa điểm hành hương nổi tiếng, thu hút đông đảo phật tử và du khách đến tham quan.",4.3,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTN_eID3pJlJkMN1b66P0GMq8yYTTUBj05Y6w&s
313,Làng nghề đúc đồng Lộng Thượng,Hưng Yên,Làng nghề đúc đồng Lộng Thượng (Hà Nội) nổi tiếng với nghề đúc đồng truyền thống từ lâu đời. Du khách có thể tham quan quy trình sản xuất các sản phẩm đồng thủ công mỹ nghệ và tìm hiểu về lịch sử làng nghề.,4.7,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSZBAnp--Ji_JlUPtWDWROIXwNRBCdT5cjONQ&s
314,Đền Phù Ủng,Hưng Yên,"Đền Phù Ủng (Hưng Yên) là di tích lịch sử, thờ Đức thánh Phù Ủng, người có công giúp vua Hùng trong các cuộc chiến. Đền nằm trong khuôn viên rộng lớn, với không gian thanh tịnh và linh thiêng.",4.6,https://s-aicmscdn.vietnamhoinhap.vn/vnhn-media/20/1/26/img_2020-01-26_1580004165.jpg
315,Đình làng Nôm,Hưng Yên,"Đình làng Nôm (Hưng Yên) là một di tích văn hóa đặc sắc, nổi bật với kiến trúc cổ truyền và các hoạt động lễ hội dân gian. Đây là điểm đến thu hút du khách khám phá những giá trị văn hóa truyền thống.",3.9,https://imagev3.vietnamplus.vn/w1000/Uploaded/2024/qfsqy/2022_11_04/dinh_lang_nom.JPG.webp
